code,complexity,sex_restriction,minimum_age_months,maximum_age_months,description
0406010773,I,I,0,1571,PERICARDIOCENTESE
0406010781,I,I,0,47,"PLÁSTICA / TROCA DE VÁLVULA TRICÚSPIDE (ANOMALIA DE EBSTEIN)"
0406010790,I,I,216,1571,"PLÁSTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL"
0406010803,I,I,0,1571,"PLÁSTICA VALVAR"
0406010811,I,I,216,1571,"PLÁSTICA VALVAR COM REVASCULARIZAÇÃO MIOCÁRDICA"
0406010820,I,I,0,1571,"PLÁSTICA VALVAR E/OU TROCA VALVAR MÚLTIPLA"
0406010838,I,I,216,1571,"RECONSTRUÇÃO DA RAIZ DA AORTA"
0406010846,I,I,216,1571,"RECONSTRUÇÃO DA RAIZ DA AORTA C/ TUBO VALVADO"
0406010854,I,I,0,1571,"REPOSICIONAMENTO DE ELETRODOS DE CARDIOVERSOR DESFIBRILADOR"
0406010862,I,I,0,1571,"REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO"
0406010870,I,I,0,1571,"REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULTI-SITIO"
0406010889,I,I,0,1571,"RESSECÇÃO DE ENDOMIOCARDIOFIBROSE"
0406010897,I,I,228,1571,"RESSECÇÃO DE MEMBRANA SUB-AÓRTICA"
0406010900,I,I,0,1571,"RESSECÇÃO DE TUMOR INTRACARDÍACO"
0406010919,I,I,0,1571,"RETIRADA DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL"
0406010927,I,I,216,1571,"REVASCULARIZAÇÃO MIOCÁRDICA COM USO DE EXTRACÓRPOREA"
0406010935,I,I,216,1571,"REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS)"
0406010943,I,I,216,1571,"REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA"
0406010951,I,I,216,1571,"REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS)"
0406010960,I,I,0,1571,"TRATAMENTO DE CONTUSÃO MIOCÁRDICA"
0406010978,I,I,0,1571,"TRATAMENTO DE FERIMENTO CARDÍACO PERFURO-CORTANTE"
0406010986,I,I,216,1571,"TROCA DE AORTA ASCENDENTE"
0406010994,I,I,216,1571,"TROCA DE ARCO AÓRTICO"
0406011001,I,I,0,1571,"TROCA DE CONJUNTO DO SEIO CORONÁRIO NO MARCAPASSO MULTI-SITIO"
0406011010,I,I,0,1571,"TROCA DE ELETRODOS DE DESFIBRILADOR DE CARDIO-DESFIBRILADOR TRANSVENOSO"
0406011028,I,I,0,1571,"TROCA DE ELETRODOS DE DESFIBRILADOR NO CARDIO-DESFIBRILADOR MULTI-SITIO"
0406011036,I,I,0,1571,"TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA"
0406011044,I,I,0,1571,"TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA ÚNICA"
0406011052,I,I,0,1571,"TROCA DE ELETRODOS DE MARCAPASSO EM CARDIO-DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO"
0406011079,I,I,0,1571,"TROCA DE ELETRODOS DE MARCAPASSO NO CARDIO-DESFIBRILADOR MULTI-SITIO"
0406011087,I,I,0,1571,"TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO MULTI-SITIO"
0406011095,I,I,0,1571,"TROCA DE ELETRODOS DE SEIO CORONÁRIO NO CARDIOVERSOR DESFIBRILADOR MULTI-SITIO"
0406011109,I,I,0,1571,"TROCA DE GERADOR DE CARDIO-DESFIBRILADOR DE CÂMARA ÚNICA / DUPLA"
0406011117,I,I,0,1571,"TROCA DE GERADOR DE CARDIO-DESFIBRILADOR MULTI-SITIO"
0406011125,I,I,0,1571,"TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA"
0406011133,I,I,0,1571,"TROCA DE GERADOR DE MARCAPASSO DE CÂMARA ÚNICA"
0406011141,I,I,0,1571,"TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO"
0406011150,I,I,0,1571,"TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO DE CÂMARA ÚNICA"
0406011168,I,I,0,1571,"TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR"
0406011176,I,I,0,1571,"TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR MULTISITIO"
0406011184,I,I,0,1571,"TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA"
0406011192,I,I,0,1571,"TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MULTI-SITIO"
0406011206,I,I,216,1571,"TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA"
0406011214,I,I,0,227,"UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR C/ CIRCULAÇÃO EXTRACORPÓREA"
0406011222,I,I,0,227,"UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR S/ CIRCULAÇÃO EXTRACORPÓREA"
0406011230,I,I,228,1571,"ANASTOMOSE SISTEMICO PULMONAR COM CEC"
0406011249,I,I,228,1571,"CORRECAO DE COARCTACAO DA AORTA COM CEC"
0406011257,I,I,228,1571,"CORREÇÃO DE CORONARIA ANOMALA (19 A 110)"
0406011265,I,I,0,227,"ABERTURA DE ESTENOSE AORTICA VALVAR (CRIANÇA E ADOLESCENTE)"
0406011273,I,I,0,227,"ABERTURA DE ESTENOSE PULMONAR VALVAR (CRIANÇA E ADOLESCENTE)"
0406011281,I,I,0,227,"AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO DIREITO E/OU RAMOS PULMONARES (CRIANÇA E ADOLESCENTE)"
0406011290,I,I,0,227,"AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO (CRIANÇA E ADOLESCENTE)"
0406011303,I,I,0,227,"ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL (CRIANÇA E ADOLESCENTE)"
0406011311,I,I,0,227,"ANASTOMOSE SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)"
0406011320,I,I,0,227,"BANDAGEM DA ARTERIA PULMONAR (CRIANÇA E ADOLESCENTE)"
0406011338,I,I,0,227,"CORRECAO DE COARCTACAO DA AORTA (CRIANÇA E ADOLESCENTE)"
0406011346,I,I,0,227,"CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO (CRIANÇA E ADOLESCENTE)"
0406011354,I,I,0,227,"CORREÇÃO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES (CRIANÇA E ADOLESCENTE)"
0406011362,I,I,0,227,"CORRECAO DE ESTENOSE MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)"
0406011370,I,I,0,227,"CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA (CRIANÇA E ADOLESCENTE)"
0406011389,I,I,0,227,"CORRECAO DE FISTULA AORTO-CAVITARIAS (CRIANÇA E ADOLESCENTE)"
0406011397,I,I,0,227,"CORREÇÃO DE HIPERTROFIA SEPTAL ASSIMETRICA (CRIANÇA E ADOLESCENTE)"
0406011400,I,I,0,227,"CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE (CRIANÇA E ADOLESCENTE)"
0406011419,I,I,0,227,"CORRECAO DE INSUFICIENCIA MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)"
0406011427,I,I,0,227,"CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANÇA E ADOLESCENTE)"
0406011435,I,I,0,227,"CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL / INTERMEDIARIO (CRIANÇA E ADOLESCENTE)"
0406011443,I,I,0,227,"CORRECOES DE ANOMALIAS DO ARCO AORTICO (CRIANÇA E ADOLESCENTE)"
0406011451,I,I,0,227,"FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE)"
0406011460,I,I,0,227,"FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE)"
0406011478,I,I,0,227,"IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS) (CRIANÇA E ADOLESCENTE)"
0406011486,I,I,0,227,"LIGADURA DE FISTULA SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)"
0406011494,I,I,0,227,"RESSECCAO DE MEMBRANA SUB-AORTICA (CRIANÇA E ADOLESCENTE)"
0406011508,I,I,0,227,"ANASTOMOSE SISTEMICO PULMONAR COM CEC (CRIANÇA E ADOLESCENTE)"
0406011516,I,I,0,227,"CORRECAO DE COARCTACAO DA AORTA COM CEC (CRIANÇA E ADOLESCENTE)"
0406020019,I,I,0,1571,"ANASTOMOSE ESPLENO-RENAL / OUTRA DERIVAÇÃO CENTRAL"
0406020027,I,I,0,1571,"ANASTOMOSE LINFOVENOSA"
0406020035,I,I,0,1571,"ANASTOMOSE PORTO-CAVA"
0406020043,I,I,0,1571,"ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL"
0406020051,I,I,0,1571,"ANEURISMECTOMIA TORACO-ABDOMINAL"
0406020078,I,I,0,1571,"IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL)"
0406020086,I,I,0,1571,"CONFECÇÃO DE FÍSTULA ARTERIOVENOSA P/ ACESSO"
0406020094,I,I,0,1571,"DISSECÇÃO DE VEIA / ARTÉRIA"
0406020108,I,I,360,1571,"DISSECCAO RADICAL DO PESCOÇO"
0406020116,I,I,0,1571,"DRENAGEM DE GANGLIO LINFATICO"
0406020124,I,I,0,1571,"EMBOLECTOMIA ARTERIAL"
0406020132,I,I,0,1571,"EXCISAO E SUTURA DE HEMANGIOMA"
0406020140,I,I,0,1571,"EXCISAO E SUTURA DE LINFANGIOMA / NEVUS"
0406020159,I,I,0,1571,"EXERESE DE GANGLIO LINFÁTICO"
0406020167,I,I,0,1571,"FASCIOTOMIA P/ DESCOMPRESSÃO"
0406020183,I,I,0,1571,"LINFADENECTOMIA MEDIASTINAL"
0406020191,I,I,0,1571,"LINFADENECTOMIA PÉLVICA"
0406020205,I,I,0,1571,"LINFADENECTOMIA PROFUNDA"
0406020213,I,I,0,1571,"LINFADENECTOMIA RADICAL AXILAR BILATERAL"
0406020221,I,I,0,1571,"LINFADENECTOMIA RADICAL AXILAR UNILATERAL"
0406020230,I,I,0,1571,"LINFADENECTOMIA RADICAL CERVICAL BILATERAL"
0406020248,I,I,0,1571,"LINFADENECTOMIA RADICAL CERVICAL UNILATERAL"
0406020256,I,I,0,1571,"LINFADENECTOMIA RADICAL INGUINAL BILATERAL"
0406020264,I,I,0,1571,"LINFADENECTOMIA RADICAL INGUINAL UNILATERAL"
0406020272,I,I,0,1571,"LINFADENECTOMIA RADICAL VULVAR"
0406020280,I,I,0,1571,"LINFADENECTOMIA RETROPERITONIAL"
0406020299,I,I,0,1571,"LINFADENECTOMIA SUPERFICIAL"
0406020302,I,I,0,1571,"PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA)"
0406020310,I,I,0,1571,"PONTE AXILO-BIFEMURAL"
0406020329,I,I,0,1571,"PONTE AXILO-FEMURAL"
0406020337,I,I,0,1571,"PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS"
0406020345,I,I,0,1571,"PONTE FEMORO-FEMURAL CRUZADA"
0406020353,I,I,0,1571,"PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL"
0406020361,I,I,0,1571,"PONTE-TROMBOENDARTERECTOMIA AORTO-ILÍACA"
0406020370,I,I,0,1571,"PONTE-TROMBOENDARTERECTOMIA DE CARÓTIDA"
0406020388,I,I,0,1571,"PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL"
0406020396,I,I,0,1571,"RETIRADA DE PROTESE INFECTADA EM POSICAO AORTO- ABDOMINAL C/ PONTE AXILO FEMURAL/AXILO BIFEMURAL CRUZADO"
0406020400,I,I,0,1571,"RETIRADA DE PRÓTESE INFECTADA EM POSIÇÃO NÃO AÓRTICA"
0406020418,I,I,0,1571,"REVASCULARIZAÇÃO DE ARTÉRIAS VISCERAIS"
0406020426,I,I,0,1571,"REVASCULARIZAÇÃO DO MEMBRO SUPERIOR"
0406020434,I,I,0,1571,"REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA DE OUTRAS ARTERIAS DISTAIS"
0406020442,I,I,0,1571,"REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL"
0406020450,I,I,0,1571,"REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA PROXIMAL"
0406020469,I,I,0,1571,"TRANSPLANTE DE SEGMENTO VENOSO VALVULADO"
0406020477,I,I,0,1571,"TRANSPOSIÇÃO DE VEIAS DO SISTEMA VENOSO PROFUNDO"
0406020485,I,I,0,1571,"TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS"
0406020493,I,I,0,1571,"TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DA REGIAO CERVICAL"
0406020507,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO INFERIOR BILATERAL"
0406020515,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO INFERIOR UNILATERAL"
0406020523,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO SUPERIOR BILATERAL"
0406020531,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO SUPERIOR UNILATERAL"
0406020540,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DO ABDÔMEN"
0406020558,I,I,0,1571,"TRATAMENTO CIRURGICO DE LINFEDEMA"
0406020566,I,I,0,1571,"TRATAMENTO CIRURGICO DE VARIZES (BILATERAL)"
0406020574,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL)"
0406020582,I,I,0,1571,"TROCA DE AORTA DESCENDENTE (INCLUI ABDOMINAL)"
0406020590,I,I,0,1571,"TROMBECTOMIA DO SISTEMA VENOSO"
0406020604,I,I,0,1571,"VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO"
0406020612,I,I,0,1571,"IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO ESPECIAL)"
0406020620,I,I,0,1571,"RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL"
0406030014,I,I,0,1571,"ANGIOPLASTIA CORONARIANA"
0406030022,I,I,0,1571,"ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS"
0406030030,I,I,216,1571,"ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT"
0406030049,I,I,0,1571,"ANGIOPLASTIA CORONARIANA PRIMÁRIA"
0406030057,I,I,0,1571,"ANGIOPLASTIA COM IMPLANTE DE DUPLO STENT EM AORTA/ARTERIA PULMONAR E RAMOS"
0406030065,I,I,216,1571,"ANGIOPLASTIA EM ENXERTO CORONARIANO"
0406030073,I,I,0,1571,"ANGIOPLASTIA EM ENXERTO CORONARIANO (COM IMPLANTE DE STENT)"
0406030081,I,I,0,1571,"ATRIOSEPTOSTOMIA COM CATETER BALÃO"
0406030090,I,I,0,1571,"FECHAMENTO PERCUTÂNEO DO CANAL ARTERIAL / FISTULAS ARTERIOVENOSAS COM LIBERAÇÃO DE COILS"
0406030103,I,I,0,1571,"RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TÉCNICAS HEMODINÂMICAS"
0406030111,I,I,0,1571,"VALVULOPLASTIA AÓRTICA PERCUTÂNEA"
0406030120,I,I,0,1571,"VALVULOPLASTIA MITRAL PERCUTÂNEA"
0406030138,I,I,0,1571,"VALVULOPLASTIA PULMONAR PERCUTÂNEA"
0406030146,I,I,0,1571,"VALVULOPLASTIA TRICUSPIDE PERCUTANEA"
0406030154,I,I,0,263,"FECHAMENTO PERCUTÂNEO DE COMUNICAÇÃO INTERATRIAL SEPTAL."
0406030162,I,I,900,1571,"IMPLANTE PERCUTÂNEO DE VÁLVULA AÓRTICA (TAVI), POR VIA TRANSFEMORAL"
0406040010,I,I,0,1571,"ALCOOLIZAÇÃO PERCUTÂNEA DE HEMANGIOMA E MALFORMAÇÃO VENOSAS (INCLUI ESTUDO ANGIOGRAFICO)"
0406040028,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)"
0406040044,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (SEM STENT)"
0406040052,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)"
0406040060,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NÃO RECOBERTO)"
0406040079,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT RECOBERTO)"
0406040087,I,I,216,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (SEM STENT)"
0406040095,I,I,216,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOÇO OU TRONCOS SUPRA-AÓRTICOS (COM STENT NÃO RECOBERTO)"
0406040109,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT NÃO RECOBERTO"
0406040117,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT RECOBERTO"
0406040125,I,I,0,1571,"ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS"
0406040133,I,I,216,1571,"ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (COM STENT RECOBERTO)"
0406040141,I,I,0,1571,"COLOCAÇÃO PERCUTÂNEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFÉRICA E EMBOLIA PULMONAR)"
0406040150,I,I,216,1571,"CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPRÓTESE RETA / CÔNICA"
0406040168,I,I,216,1571,"CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL E ILÍACAS COM ENDOPRÓTESE BIFURCADA"
0406040176,I,I,216,1571,"CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA TORÁCICA COM ENDOPRÓTESE RETA OU CÔNICA"
0406040184,I,I,216,1571,"CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DAS ILÍACAS COM ENDOPRÓTESE TUBULAR"
0406040192,I,I,0,1571,"EMBOLIZAÇÃO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCÓPICO E/OU ESTUDO ANGIOGRÁFICO)"
0406040206,I,I,0,1571,"EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR ARTÉRIO-VENOSA (INCLUI ESTUDO ANGIOGRÁFICO)"
0406040214,I,I,0,1571,"EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR POR PUNÇÃO DIRETA (INCLUI DROGAS EMBOLIZANTES)"
0406040222,I,I,0,1571,"FECHAMENTO PERCUTÂNEO DE FISTULAS ARTERIOVENOSAS COM LIBERAÇÃO DE COILS"
0406040230,I,I,0,1571,"FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)"
0406040249,I,I,0,1571,"FIBRINÓLISE PARA EMBOLIA PULMONAR MACICA INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)"
0406040257,I,I,0,1571,"FIBRINÓLISE VISCERAL INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)"
0406040265,I,I,0,1571,"IMPLANTAÇÃO DE SHUNT INTRA-HEPÁTICO PORTO-SISTÊMICO (TIPS) COM STENT NÃO RECOBERTO"
0406040273,I,I,0,1571,"OCLUSÃO PERCUTÂNEA ENDOVASCULAR DE ARTÉRIA / VEIA"
0406040281,I,I,216,1571,"RECONSTRUÇÃO DA BIFURCAÇÃO AORTO-ILÍACA COM ANGIOPLASTIA E STENTS"
0406040290,I,I,0,1571,"TRATAMENTO DE EPISTAXE POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU ENDOSCÓPICO)"
0406040303,I,I,0,1571,"TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU ENDOSCÓPICO)"
0406040311,I,I,0,1571,"TRATAMENTO DE HEMOPTISE POR EMBOLIZAÇÃO PERCUTÂNEA (INCLUI ESTUDO ANGIOGRÁFICO)"
0406040320,I,I,0,1571,"TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS"
0406040338,I,I,0,1571,"TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA"
0406050015,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO DIAGNÓSTICO"
0406050023,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE FLUTTER ATRIAL)"
0406050031,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA ATRIAL DIREITA)"
0406050040,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA POR REENTRADA NODAL DE VIAS ANÔMALAS DIREITAS, DE TV IDIOPÁTICA, DE VENTRÍCULO DIREITO E VENTRÍCULO ESQUERDO)."
0406050058,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DO NÓDULO ARCHOV-TAWARA)"
0406050066,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DAS VIAS ANÔMALAS MÚLTIPLAS)"
0406050074,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE FIBRILAÇÃO ATRIAL)"
0406050082,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL)"
0406050090,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPEUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL ESQUERDA)"
0406050104,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL ESQUERDA)"
0406050112,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR IDIOPÁTICA DO SEIO DE VALSALVA ESQUERDO)"
0406050120,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR SUSTENTADA COM CARDIOPATIA ESTRUTURAL)"
0406050139,I,I,0,1571,"ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE VIAS ANÔMALAS ESQUERDAS)"
0407010017,I,I,144,1571,"DEGASTROGASTRECTOMIA COM OU SEM VAGOTOMIA"
0407010025,I,I,0,1571,"DILATAÇÃO ESOFÁGICA / PILÓRICA"
0407010033,I,I,0,1571,"ESOFAGECTOMIA DISTAL COM TORACOTOMIA"
0407010041,I,I,240,1571,"ESOFAGECTOMIA DISTAL SEM TORACOTOMIA"
0407010050,I,I,0,1571,"ESOFAGECTOMIA VIDEOLAPAROSCÓPICA"
0407010068,I,I,0,1571,ESÔFAGO-COLONPLASTIA
0407010076,I,I,240,1571,ESOFAGOGASTRECTOMIA
0407010084,I,I,0,1571,"ESOFAGOPLASTIA / GASTROPLASTIA"
0407010092,I,I,0,1571,"ESOFAGORRAFIA CERVICAL"
0407010106,I,I,0,1571,"ESOFAGORRAFIA TORÁCICA"
0407010114,I,I,0,1571,ESOFAGOSTOMIA
0407010122,I,I,192,1571,"GASTRECTOMIA COM OU SEM DESVIO DUODENAL"
0407010130,I,I,240,1571,"GASTRECTOMIA PARCIAL COM OU SEM VAGOTOMIA"
0407010149,I,I,240,1571,"GASTRECTOMIA TOTAL"
0407010157,I,I,0,1571,"GASTRECTOMIA VIDEOLAPAROSCÓPICA"
0407010165,I,I,0,1571,GASTROENTEROANASTOMOSE
0407010173,I,I,192,1571,"GASTROPLASTIA COM DERIVAÇÃO INTESTINAL"
0407010181,I,I,192,1571,"GASTROPLASTIA VERTICAL COM BANDA"
0407010190,I,I,0,1571,GASTRORRAFIA
0407010203,I,I,0,1571,"GASTRORRAFIA VIDEOLAPAROSCÓPICA"
0407010211,I,I,0,1571,GASTROSTOMIA
0407010220,I,I,0,1571,"GASTROSTOMIA VIDEOLAPAROSCÓPICA"
0407010238,I,I,0,1571,PILOROPLASTIA
0407010246,I,I,0,1571,"RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA"
0407010254,I,I,0,1571,"RETIRADA DE PÓLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA"
0407010262,I,I,0,1571,"TAMPONAMENTO DE LESÕES HEMORRÁGICAS DO APARELHO DIGESTIVO"
0407010270,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE ACALASIA (CARDIOMIOPLASTIA)"
0407010289,I,I,216,1571,"TRATAMENTO CIRÚRGICO DE DIVERTÍCULO DO TUBO DIGESTIVO"
0407010297,I,I,0,1571,"TRATAMENTO CIRÚRGICO DE REFLUXO GASTROESOFÁGICO"
0407010300,I,I,240,1571,"TRATAMENTO CIRÚRGICO DE VARIZES ESOFÁGICAS"
0407010319,I,I,0,1571,"TRATAMENTO ESCLEROSANTE / LIGADURA ELÁSTICA DE LESÂO HEMORRÁGICA DO APARELHO DIGESTIVO"
0407010327,I,I,0,1571,"TRATAMENTO ESCLEROSANTE DE LESÕES NÃO HEMORRÁGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELÁSTICA"
0407010335,I,I,96,1571,"TRATAMETO CIRÚRGICO DE MEGAESÔFAGO SEM RESSECÇÃO/ CONSERVADOR"
0407010343,I,I,144,1571,"VAGOTOMIA COM OPERAÇÃO DE DRENAGEM"
0407010351,I,I,144,1571,"VAGOTOMIA SUPERSELETIVA / GÁSTRICA PROXIMAL"
0407010360,I,I,192,1571,"GASTRECTOMIA VERTICAL EM MANGA (SLEEVE)"
0407010378,I,I,192,1571,"TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARIÁTRICA"
0407010386,I,I,192,1571,"CIRURGIA BARIÁTRICA POR VIDEOLAPAROSCOPIA"
0407020012,I,I,360,1571,"AMPUTAÇÃO COMPLETA ABDOMINO-PERINEAL DO RETO"
0407020020,I,I,240,1571,"AMPUTAÇÃO POR PROCIDÊNCIA DE RETO"
0407020039,I,I,24,1571,APENDICECTOMIA
